blockNumber,id,indexer,logIndex,tokens,type
12210929,0x2c3369d02ee8c46d353d47bd213626a41fd0020aba23559d9c60eaa99eb36ad6-146,0x4d6a8776a164776c93618233a0003e8894e7e6c2,146,1753600558092929051170,stakeDepositeds
12211082,0xfdc3f39725345d62c57cb313b5aa4639f847635e97bbcdc776dd5f34d11368c4-187,0xc36157756ea4838cf882edab9dd94325c38f2edc,187,9961294120063841712,stakeDepositeds
12211083,0xd86525d81d3d3520eb1e7b23c63a740127e44560c8e175b886a1323bc4f2f468-87,0xc60d0c8c74b5d3a33ed51c007ebae682490de261,87,39629136460036472081,stakeDepositeds
12211085,0xc152c0a3f64047c92331f0d6022b550a619b4783a39a37de49079f2532de0fcc-251,0x27ac40b9198659ce99eef1890d853a40560c9425,251,15947413091669616960,stakeDepositeds
12211089,0xd3c0103f0d8bc7ee27db28bdabf547f8bc7eca7e83b5a3f3834442317bd3dfcb-276,0x4d6a8776a164776c93618233a0003e8894e7e6c2,276,401677054613813829119,stakeDepositeds
12211090,0x0c94138fc005c39ae4c42e961aec6e0aa7336393c32997e3bb10be2821e777df-258,0x4d6a8776a164776c93618233a0003e8894e7e6c2,258,939027381662156001,stakeDepositeds
12211091,0x75959253171efd3f670b423e3285448ad1d07ce477bffe99a280a2680e82d18f-235,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,235,2507757154235385744192,stakeDepositeds
12211093,0x367e4d4fe7298131f4ed0d87c8ad9639b4615f78fd65a85f30796eaab93e9aa0-217,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,217,2511973538101926587832,stakeDepositeds
12211093,0xdd07ebd709714f7386e6a3d00e928996740dea6ff61630e0f0df08f8661c5de2-199,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,199,12157444979504037,stakeDepositeds
12211097,0x7c68fb2ca722e27bdfc5f68d1c9360f50443094eac75a5e3d2eb9269785cfa75-211,0xd3a3fa4b73e5007a8adef6ccdfc8d05c06a76035,211,4236781257182665000,stakeDepositeds
12211102,0xad53030dd0f68fa5763fd86ff96678efdc422224f569473f8685183229189ea1-239,0x371bff423d9cd52abc79959a52dd8a5ee7216112,239,2286516818525593879800,stakeDepositeds
12211154,0xf6c34ff9a6593720969036dd6f5c2967599ee81329348b8dc0a0b00671a4ae75-176,0x85fe868adf7f5950b052469075556fb207e5372d,176,24791335832863633318125,stakeDepositeds
12211158,0xb9b68ace33e3a908b9d8ef2497ce6628df6e611b5ff5b7d686ff27313d40c175-200,0x85fe868adf7f5950b052469075556fb207e5372d,200,24799165354375982468649,stakeDepositeds
12211166,0xc0297350e2066e88246b0bd1c5d353a6edf8562da6fcade23724d9c7ea50de02-217,0x85fe868adf7f5950b052469075556fb207e5372d,217,12886824832063570030,stakeDepositeds
12211247,0xcb73508ae040eeb3bf89f5c868859d2b998696fb9f2c0d2c7feae0b596a7a698-190,0xe8832ba6aaf83d80d9e7578415e97576093f4d9f,190,116600000000000000000000,stakeDepositeds
12211482,0xadb6ff3a8a2ff2ebb5a2cd59c8c11917068b6848988969959bb0c403ade52e74-4,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,4,74597886339381961703,stakeDepositeds
12211482,0xbee961d22ef5aa3065f683a8badd8ec5e8fe499441d86ad9414dcb65463fc388-6,0x8b7663dd451c951f39e541188d9f7d9419e94421,6,128302075846846648090,stakeDepositeds
12213049,0x10df8ec9b3f43f51dc240bfdf939823fc0126b5d98b57eb30449d7e81c76488d-211,0x4ac761592d1f948058843121133d048dc7dfc7c0,211,2519471283800289756,stakeDepositeds
12213050,0x51b5b7cc71e9a2582cfe7c38ac89fedd35905f84b9a02d0d35b295e022faf8bc-268,0x4ac761592d1f948058843121133d048dc7dfc7c0,268,2898528510751843690,stakeDepositeds
12213503,0x2aa465599f9b881fac84011939ea3d99fc94986a33a4750b60d10200decd9dea-184,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,184,764301249029376886,stakeDepositeds
12213508,0x449c61e506c510bc28667ab27f50f22bcfa140aff2b662f94be90d233beb391e-257,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,257,3114136474450534695,stakeDepositeds
12214057,0x272809b377f3ecbdfb18cba1458b4c4a74406b3c5e697758a1dbbef033bd14ab-188,0x85fe868adf7f5950b052469075556fb207e5372d,188,7377434527356997773,stakeDepositeds
12215772,0x766f5082012cb1824a2126752f110d5980347a034cf2f8a472b63fe1df115b4d-174,0x4437e367cc68d87675148a9e4a1f052f0359c880,174,35695490524341961583,stakeDepositeds
12215773,0xce90143a3989fe4c44082be925a7d49da24930a940c410217236958442138f83-30,0x4437e367cc68d87675148a9e4a1f052f0359c880,30,38460670049524924674,stakeDepositeds
12215774,0x8a0a1e34af269759d5fb101d94e854cd955b6ac067529d39fe6984dc8455cf97-223,0x4437e367cc68d87675148a9e4a1f052f0359c880,223,26216634197431424829,stakeDepositeds
12215779,0x3356eecfb75df195be13032fed75fe038024bb1be94091a1d08bcddd72a96a93-136,0x427f071e335bfa32241bbfa7f240f24a8a46f292,136,7039004650753556,stakeDepositeds
12215781,0x2253377656e3f9dd7842ab541a19749213a04040b3b3a888545bdeb630b0516d-67,0x4437e367cc68d87675148a9e4a1f052f0359c880,67,8739077256037934998,stakeDepositeds
12215784,0x94127799e651f3b47dc9babd03eca2cbc8ccfef7de79eec0b95809b9c0ce157d-88,0x4437e367cc68d87675148a9e4a1f052f0359c880,88,128576128915967927130,stakeDepositeds
12217206,0x33ef3ce669a839b041f4ab5842fccef3bbdb15f8cff967be2b187bf08c024831-175,0xf251d93b7ef841ff72bee6bb603d1782092e7db1,175,100000000000000000000000,stakeDepositeds
12217413,0x6c72ca4becded2942a90d2f7c2fd42d37cfb030396648ed3b668ffef65b292f1-180,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,180,798015582289656986595,stakeDepositeds
12217416,0x32fcebeb4eb761ea744c7c3e3846b43fe7be4bf1284a9a8fb918c1da1882808d-66,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,66,794598278581387101085,stakeDepositeds
12217727,0x1ea52cc3ef695833a339db07564778fd9e9d6b4c7c1b667260ee838fe84cc403-66,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,66,24064728738597001,stakeDepositeds
12217741,0x89d48b1e2c390e05f4d3d6735530e62f891f6340f68a82a742bbe87f747ccf9e-144,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,144,226865886824926369,stakeDepositeds
12217741,0x8e935b7c64fccd577b98aa9d26a0cea328e7ca7978ace94481a5902a359b3094-285,0x85fe868adf7f5950b052469075556fb207e5372d,285,665094749845302367,stakeDepositeds
12217746,0x716290c1c8c33dcc617ad19bcf5b0c5832682abff2785ea105dc1e053fd8b65f-81,0x85fe868adf7f5950b052469075556fb207e5372d,81,522776822009437011,stakeDepositeds
12217750,0x7390a71bfffa92d1dca904a0a5b7f2309a145c591f156c6bf1ee6ec148f5132c-215,0x4d6a8776a164776c93618233a0003e8894e7e6c2,215,207317082847111889,stakeDepositeds
12217752,0x1203753299249d5416374f3f6ff0d07b7282817c869f205517edad94424d2618-247,0x4d6a8776a164776c93618233a0003e8894e7e6c2,247,124481607691531130,stakeDepositeds
12217756,0x5715d065629fc6d557705950e6d53a163d266b796c09dfd6b82dca0138187a98-184,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,184,425451632965478208,stakeDepositeds
12218536,0xbe0bb01b93e9da9f32b2ba823916652bf32e368d56a0929302ad294024682159-150,0x07051463ca2414f716d37da8cdbcdb5abe4cc239,150,1669627278997214173756,stakeDepositeds
12218627,0x5d8c0118deaa513136788cf0f3e702df1445e2c4a90614a320bbc13003c64e49-349,0x07051463ca2414f716d37da8cdbcdb5abe4cc239,349,1671359717341723474065,stakeDepositeds
12221069,0xbce9428419cb08693282dce78c89ca0bef8c54292c59585cb4c68fada40ee04f-352,0xbe9d7c691792937ca7e2535652886ff390cc5b86,352,9382899759848034695777,stakeDepositeds
12222140,0xaf19a7b6ad53b9c8cc22e2940216cbda0451c567b2a4061a8e1503ec6c0e8601-132,0xa959b5afe73c6faa803541b5c4edc0492dfda294,132,19289681133518604,stakeDepositeds
12224043,0xe72cd0390d9a586a6916ec6198dc3047dd6d741d770630e58b386265bd696016-212,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,212,403910095516813644288,stakeDepositeds
12224044,0x05b713ab471f20b0e7173eef01a9c8be40de14eef773dcec22f37454e740989f-177,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,177,403617244382144419328,stakeDepositeds
12224044,0x7cab662aee052aa99df382ac875551e9819a4853355d595d1a90a307f4029939-197,0x85fe868adf7f5950b052469075556fb207e5372d,197,37771276398117155429580,stakeDepositeds
12224044,0xb1bd310c44549d5ef48942a681e3f653a7bc751da50e51a3667403a93cdbf80f-257,0x4d6a8776a164776c93618233a0003e8894e7e6c2,257,1320603069963118656090,stakeDepositeds
12224045,0x5a2dd3512749a0a52f4953ebb12b6ea7d33d574ccb5b75f2d3e6ebd390aafeed-150,0x85fe868adf7f5950b052469075556fb207e5372d,150,37589144013570874388598,stakeDepositeds
12224046,0x1b948c4edcc79b77541a3e3a6f500d09b47fe324f04b5809c198d034a10b76f9-119,0x4d6a8776a164776c93618233a0003e8894e7e6c2,119,1315780213621858699302,stakeDepositeds
12224051,0x3514154967c6b333016ede34956bdf6bc8ef000f2995e54167b587b0ff45a4e7-38,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,38,7976466746497324116314,stakeDepositeds
12224062,0x17c8068c4af182c02a071ca6aa84fded483c6a17ceefb28091e2b697c78e4bab-267,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,267,7979036920141808469858,stakeDepositeds
12224351,0xb001325210be6708e07e05c095f0faf88a81b048d9619ed18bb2f8e90b8b71c8-197,0x4ac761592d1f948058843121133d048dc7dfc7c0,197,2232758976694747070,stakeDepositeds
12224351,0xeaed3bdd340da2bce837fddd331b8831455bd808de523f3d331dcd66c92ccd48-195,0x362717d3fa1bfe457535b9b716f450b95a858217,195,2507624699839329834,stakeDepositeds
12224353,0x5098ecbfb98fc5ba0a407434bfa1dee0d79d0bcd7a4f17aca85e4dc9fb1c85bd-60,0x4ac761592d1f948058843121133d048dc7dfc7c0,60,3813441537335673097,stakeDepositeds
12224353,0xfd35e25e9b770f5d11852e83bfd69d29fc030dd7427aaf884557d1f4d3c2feef-58,0x362717d3fa1bfe457535b9b716f450b95a858217,58,2790396967521240640,stakeDepositeds
12224374,0xf5c308b02f948d3ced0d0786b321ecf1b0b69a4a155166c9ce2c8e5f51963dc9-193,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,193,9889738912323431,stakeDepositeds
12224377,0x85d7012cf6d12691d88c5654d6b38f2b3a062391b774df2af2236fd9496ccbc4-240,0xbd1a939b4e4125254013a0c4573252be2fd9d207,240,28586346605919831717,stakeDepositeds
12224380,0x1b2337a972157823ef770b1324964bbb9882333925c55385d6a18ba4143dc4b0-276,0x7ddf0c8cb0167870bf7cc5368792c93aeeb15430,276,4236909576679981,stakeDepositeds
12224381,0xfc440cc06a3e4880ff004bb7180672ef131bfa831b81dc9ba551f70a696e3982-228,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,228,1770281757754875319,stakeDepositeds
12224382,0x677a691b38974b9e347ab04e360f1f5b5e7c61f0c57272344436e833f3a8749b-159,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,159,1372513463136840727,stakeDepositeds
12224384,0xdb20f0bd543ce96971c501ae474fd9d5be48608eebef409314a19406e190c26a-84,0x85fe868adf7f5950b052469075556fb207e5372d,84,1125375165694710022,stakeDepositeds
12224396,0x095e00614ed097520489f4a0c21c72b051863ea06c693595caa1b8c74296af54-268,0x85fe868adf7f5950b052469075556fb207e5372d,268,885382774934010697,stakeDepositeds
12224436,0x3f5373455356e4bd19800ae53aa646a1fd128d0f4b52ec42b5db9c4f6eb01a3c-97,0x57c6ca1effe6c676d93225a122f41eb24708edd9,97,349975391441659900,stakeDepositeds
12224437,0x331070290634ea379ce9b582d0365387771a379e157674ff05b5f180de46f2f4-145,0x57c6ca1effe6c676d93225a122f41eb24708edd9,145,349957661109638500,stakeDepositeds
12224839,0x2bae8561c4296c0136c0cab0f80dd85caef97a27743ae9d0679f72f075986411-34,0x4d6a8776a164776c93618233a0003e8894e7e6c2,34,130035826178284696,stakeDepositeds
12224841,0xe5f68284a7c77bdc1502f79bccd16c18c262d662d68ef555aab905a7c773b299-90,0x4d6a8776a164776c93618233a0003e8894e7e6c2,90,482086581278793442,stakeDepositeds
12230712,0xc1d2d939f5e4e37bdb6a5cb5a3a7b19ae68b13f084a48480c089327a7dbeb8ad-123,0x4bbfbd1320093858d877ab0c8cd91ef0ce065318,123,4416674730380125809700,stakeDepositeds
12230946,0xc6815b5057ca8dbe1e62168c28e72fd7fa1d8fad01f7f17369cebb1e6e6656c9-137,0x27ca9cf008a217e828b4b39945034ff8450730d1,137,3332587585016511961542,stakeDepositeds
12231005,0x0b71c826e19d90d5950f21222953b0908fbecc0569e59ab15f0caa4075a517e4-217,0x362717d3fa1bfe457535b9b716f450b95a858217,217,2082537011112061138,stakeDepositeds
12231005,0x9965d2dc46670493407e8c73b02a2b98bdc9622fd0d10b7591a72948fb0a68f3-204,0x4ac761592d1f948058843121133d048dc7dfc7c0,204,1376163298307345617,stakeDepositeds
12231006,0x5d782c36b63f4b83da39f3ddfbf3346403cfff39328465ce113d1068b839be42-188,0x362717d3fa1bfe457535b9b716f450b95a858217,188,1599240128836996047,stakeDepositeds
12231006,0xa65866860737f40a8bf6bdc5c7ebe640e79f771064202907dc9ea1fa40831a7a-186,0x4ac761592d1f948058843121133d048dc7dfc7c0,186,1393073971508053617,stakeDepositeds
12231012,0x05440996da4816f661baa2db71ec3fa5fa7f9cbb1a4c58812b2df761ea85e4bc-345,0x474e571ab6dd77489ec3c7ddf9cbc893fcba684c,345,164354660255510020000,stakeDepositeds
12231012,0xce316bd25d3b8067e1116914af335ea4159f56dbed87235b6c4bf230153f7d3d-320,0x8f9793029b66325b70fffbfdf2b04d8491682466,320,2127675083682116480400,stakeDepositeds
12231041,0x65372a942bf29c810bc379ce5cc85c51be3dbdcef23136e291c563cb11f30975-129,0x50fda0a43d6770a927ebe2909fce1cdcba417801,129,11423533910493525414,stakeDepositeds
12231374,0x2fe1a2bae411af27c2358b1a2f002312e84a79a97d4bddd63976e9bb84230fca-201,0x4d6a8776a164776c93618233a0003e8894e7e6c2,201,746650001363187899876,stakeDepositeds
12231374,0x3641cce634ad78b968cabc52374ed83e5b392ce0a482ab624e56a946b595cb34-196,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,196,4514031356095066073824,stakeDepositeds
12231374,0x611279018a22df33c7e529fe05a800f20ceb323ef173ddad34d45d1268d9b54f-223,0x85fe868adf7f5950b052469075556fb207e5372d,223,28297210927747482974016,stakeDepositeds
12231375,0x23c183041cc19c315709ed7b6d00bb229c02e10a0fe3468c829e2609715ee8fb-244,0x4d6a8776a164776c93618233a0003e8894e7e6c2,244,745188240549377643982,stakeDepositeds
12231375,0x9d307aef2e37a839eaa18085150f450ca64e2defd9dd402a0a8b6a761385df8f-248,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,248,4518578484780619295817,stakeDepositeds
12231377,0xe85391b9bf6e1ff37f72165f2a5dc7ba8dd01c1154c4a6c4510e14e33397ba1e-113,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,113,457905286460553876016,stakeDepositeds
12231380,0xec191d57cf594de434055eb3e51b67aa55383e66de59fb4fc677a58c5dce8418-129,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,129,457064013943620479384,stakeDepositeds
12231382,0x774c7882c798554992f73fa1cb7eada8cc595485a77bb3515291ebdbba2af153-201,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,201,843807194976668165,stakeDepositeds
12231382,0xbc69371c9f59049e87cec97e6632fe5830df16f7b99ce6402fe5a768301e4251-158,0x85fe868adf7f5950b052469075556fb207e5372d,158,28293918699728726019648,stakeDepositeds
12231384,0xda45fab7ce77656d29f1227a2683e0d2fd3fc0ff83b1643c218f04cb727f8e60-218,0x4d6a8776a164776c93618233a0003e8894e7e6c2,218,466402879180375864,stakeDepositeds
12231385,0x377ed9e4ccd03395725cefb8e2544bf90dfed8c3451afdf15049332320170460-99,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,99,2193149152916639204,stakeDepositeds
12231386,0xbf4f50e9dd2b5d0f1ae8d9b5bd92a52926d3361244f45dbad02afd5cec470a3b-237,0x4d6a8776a164776c93618233a0003e8894e7e6c2,237,391454233337114618,stakeDepositeds
12231394,0xb083b01a122b24a0e66bf652f10ff5183c29a5d4782075adf770c01039b242c8-47,0x85fe868adf7f5950b052469075556fb207e5372d,47,9918579538593718682,stakeDepositeds
12231402,0xef86d3dab47651711195e204cdbc603a140ad9216d5e82f2f576b410b89a580c-259,0x85fe868adf7f5950b052469075556fb207e5372d,259,10523199019955892325,stakeDepositeds
12231485,0x2fe6113e2e82261cad453d836661b4e3361059f78ebcd9efc914e7b2e7ba66c6-167,0x57c6ca1effe6c676d93225a122f41eb24708edd9,167,30785501083940700,stakeDepositeds
12231487,0xf4df7f28cc760888fd2429133ea63a3bf9b2c918e50e13bf6b5a7440b79eea37-151,0x57c6ca1effe6c676d93225a122f41eb24708edd9,151,30785514481184300,stakeDepositeds
12235058,0x9776cc5cb9afa303f05b4725f39682f6bfcc951a98c293e75114ceee1183626d-285,0x293d739d1a683b3943f14ef55b1b0efc06b9be54,285,736918591580635997825,stakeDepositeds
12235411,0xa33d10ea5cf4b48cf1bb2b21461f1113808a279370a162477aaac1c80a35af9a-112,0x293d739d1a683b3943f14ef55b1b0efc06b9be54,112,112021193000000000000000,stakeDepositeds
12237659,0x9e046bab3b9e6a971975bdde05ff37d0870a0710b86943b80fbc78573a79b38d-225,0x4d6a8776a164776c93618233a0003e8894e7e6c2,225,1037036591911375130,stakeDepositeds
12237660,0xb374d03baf8f4e3e7af758cf752e87853c1ad0e2a109ce692b92710c7e8721c3-179,0x8f9793029b66325b70fffbfdf2b04d8491682466,179,2128759796260375466400,stakeDepositeds
12237661,0xc7903247a448aa80898ab4f823e6588d3b46f86eb82e5db407b57aab3c8bb8cf-228,0x8f9793029b66325b70fffbfdf2b04d8491682466,228,2130253573371095394000,stakeDepositeds
12237727,0x33e24e765416229ecc5b4f44d9d4418989d985db0752f01e27dafdb71d479b0b-178,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,178,1415123747580733672,stakeDepositeds
12237782,0x164527b64ba873d9487a42b448ca127763c16d4d67790b24371b034dfd4e2de9-53,0x85fe868adf7f5950b052469075556fb207e5372d,53,6439467126762613168,stakeDepositeds
12238238,0x4a33d7cfd659c137fe033720237a074f1e55cffe9a92a6ce8ab6cfa8637984ef-165,0x4d6a8776a164776c93618233a0003e8894e7e6c2,165,699501346993081841008,stakeDepositeds
12238240,0x0fc54b965e3fbb0ba299b30660052a8d13f8bb21623ec922ea4919deb4a38d56-200,0x4d6a8776a164776c93618233a0003e8894e7e6c2,200,699588247403369628162,stakeDepositeds
12238320,0x2fe8153b28c8cf4a4bdd458b8402d7a26113b5cca619fd326a552d19c4f7ac34-267,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,267,434086380619089667861,stakeDepositeds
12238323,0x8c5b93e88928d023348f8d4420407de30df5df69d6ab0531ecb6efe9392d4040-101,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,101,433194314739725991654,stakeDepositeds
12238375,0x43deb6f819bb984471debef58ac5664ef6ca63394d0775fd98665c93b597d542-244,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,244,4322527309252365361305,stakeDepositeds
12238383,0xb2227e93b12e4a261fca30e863c206177dc80cf31bb9a2d4f0f8598b7921bdb0-225,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,225,4330388207317787517901,stakeDepositeds
12239189,0x353e00e56ab34fa57615da05358d88c87b50a6fc774216581e64c6542ee7f932-287,0x57c6ca1effe6c676d93225a122f41eb24708edd9,287,3262856195346,stakeDepositeds
12239190,0x88fa1d78500a94676d113ddb973403a8e77706f0582b54faeb2f39ddca3e2958-173,0x57c6ca1effe6c676d93225a122f41eb24708edd9,173,2356081443901,stakeDepositeds
12240343,0xd3f16c56ce86f17abd7c21324874f5e41f3dcde70c2bc023fb7097b24b0bc638-53,0x85fe868adf7f5950b052469075556fb207e5372d,53,34636825971546716212748,stakeDepositeds
12240343,0xf0bd88c346d2e3d5ace9a8092ccc195f6bee84739dd307efde160a8664eb36c8-49,0x85fe868adf7f5950b052469075556fb207e5372d,49,34499695642965875864656,stakeDepositeds
12241013,0xc7154e8eeda229e94a8ff9d4b4e33cbfa44022f90338d3ffa83c716e5131c3b8-192,0x1873a56a404b21df3c69c0c105dd65b4e43d88e6,192,905509717413601300000,stakeDepositeds
12244714,0x72fa1ad0e5102059d49aa476eb7234200c7d78ec3a5f69fe3aa58feaa1ace26a-57,0x85fe868adf7f5950b052469075556fb207e5372d,57,8152508101877462602,stakeDepositeds
12244715,0xa7aeec71e6659c1463918eafdabdf7982b9cac98a2f9f3f696e3398e4643c04f-98,0x85fe868adf7f5950b052469075556fb207e5372d,98,8164621562308134066,stakeDepositeds
12244835,0x05ffd803dd9f9c4d92c0aa2dc7347e942c241644b329c533735c0b6c5865d664-114,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,114,65552553153788004396,stakeDepositeds
12244835,0x3de7fb042263663b64878a75d5cbbdb2519ce9bdaadc6c945597b5dd1d4c59f7-206,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,206,2019074731758100078,stakeDepositeds
12244835,0x7c7d527081eb1b6cc36b0647c4404c0998db51b83a2b1a90aee4de95e49adbbd-79,0x8f9793029b66325b70fffbfdf2b04d8491682466,79,2295561129634061071200,stakeDepositeds
12244837,0xcb6931a4b70a8916d620dffe0c90202388d1e36784ce9d7887e9b689568a59cb-65,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,65,1884224731600386052,stakeDepositeds
12246258,0x9db3d59b0d648a16b6f23573b90d4d84dae69c04730a8a524e63312555cd3577-74,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,74,8514081621490455477000,stakeDepositeds
12246277,0x57d87c2c99b006a154df78fd086ca2cf9dc7ef6fa98306dff1ce9d89a066b694-258,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,258,8514615102499065262500,stakeDepositeds
12246280,0xf3663a79660d89da55907eabbbc808055f1e07c68987a564cfeb5659ebcd7a86-169,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,169,8514460750966992373500,stakeDepositeds
12246283,0xc8fbd5c5a1cff17f36e1a4721e4672f4cd9f426c6d0dd1d23a35e0f95fdadbc6-303,0x453b5e165cf98ff60167ccd3560ebf8d436ca86c,303,8514629128181062584000,stakeDepositeds
12247257,0xbbc78d327cc2cf1ea44b9c971a01da3426d5df676be64a7ce7806c8b4031145c-221,0x4d6a8776a164776c93618233a0003e8894e7e6c2,221,705782002135047476475,stakeDepositeds
12247260,0x63bc12c6a8ed24073bb4603e47ee0f32c8257bcf087ba680c11e143b8871bf67-309,0x4d6a8776a164776c93618233a0003e8894e7e6c2,309,707346770715881152682,stakeDepositeds
12247272,0x59d99c50f18d424aedddff8520367ab1361e3553f6bee01cc06127d85fd9ea18-255,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,255,558180897373788462231,stakeDepositeds
12247273,0x9c67d1565c8f8b72a2170ccdf3ada73696a10d3e51d72c47263f22b2be7cf27e-190,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,190,558369784428825762709,stakeDepositeds
12247299,0x10a074a45d97f2d588c5f8abad14c769787279bdb0b70dffcce9cef7356d0d06-302,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,302,5509974147484058550166,stakeDepositeds
12247301,0x2b3227241e1fd01c9fa5cd1f9f2ed3fd3b504e8817dbcc04601fd4c62088c6ee-277,0x4140d3d0086fce37ebadd965dff88e12cf78b1fb,277,5520621150458033225268,stakeDepositeds
12247316,0xd73d0dc68477e36d127f715b69dc0beafcd95ff89805e9019372cfc3c63ad962-262,0x85fe868adf7f5950b052469075556fb207e5372d,262,26993629122335105315560,stakeDepositeds
12247317,0xf7d5556d75382dd0ae923b652cb9376ad24dae82dc0d349ea8428b010e5b748b-251,0x85fe868adf7f5950b052469075556fb207e5372d,251,26982091139668631562760,stakeDepositeds
12249269,0x48ffc4c5592dada927ce3834b2d772f88653c9c793c6dc58ad0022f8aab07640-137,0xf251d93b7ef841ff72bee6bb603d1782092e7db1,137,66240959299678300,stakeDepositeds
12250020,0x3e08a10ad38914faf8f57d8764b26d7572fb3b1e33fa78cdd73b6936497fba4f-162,0x57c6ca1effe6c676d93225a122f41eb24708edd9,162,49497419725314600000,stakeDepositeds
12250191,0x30caa00384cdd31bcfee5253e6943195701fbde2857cfc5fca4950587981b249-144,0xf251d93b7ef841ff72bee6bb603d1782092e7db1,144,70437210918215300,stakeDepositeds
12250939,0xd5ff0651961fcf4d61ebf6a26bc84dd7b6133a8666657de519d119114522b2dc-252,0x39839abed87475422c5353256d17e08395c3af6b,252,339895303963021816,stakeDepositeds
12250945,0xdb9f1ad232138ba3e455ec4e790d48ced0209145e1f182e0acbd6140951f0fef-235,0xa543abe0ea61b4bbbca3f402442bda4bf7d45992,235,5817335885055975981,stakeDepositeds
12250950,0x387cea2917325dd14246c8fed2510cb2045e26414961b8e0f48788904a134d0e-219,0x4d6a8776a164776c93618233a0003e8894e7e6c2,219,2665470343607066790,stakeDepositeds
12250972,0x12e010d871dc3b56efd822e1c7f2c1660221a1acbb632c2fd4890b73036afcfc-217,0x8d632dfc2454d624910fe982e85a5b15d2ae93c5,217,65028919114232041032,stakeDepositeds
12250980,0x654898e7b3b516b5cc0096e9b037ef5e3e3a38340d9e2a0fe12ac19b87c372f6-90,0xc60d0c8c74b5d3a33ed51c007ebae682490de261,90,20549978054186992915,stakeDepositeds
12251126,0xe60df1076594f6e908846607f059eb4d093a78d8f2e560c8f29b4db2eb2d2e88-160,0x6dae84e4aed2c8708707b358e278408c2deb0397,160,2922237961134645000,stakeDepositeds
12251129,0xf045837542e1be3b6a64a896e0c080997a25aa877d6dadd976ef2341cc9e453d-317,0x6dae84e4aed2c8708707b358e278408c2deb0397,317,2922469543095163000,stakeDepositeds
12252120,0x547e9f949ad78ef3d758fda4054052397eea580629fa21948d28fe1277e5f33f-23,0xb06071394531b63b0bac78f27e12dc2beaa913e4,23,108288404790212374308713,stakeDepositeds
12253089,0xcdaa0bde203405722631dde06f57406e7b09a729f5de34c06314a47d8e2a3caa-155,0x474e571ab6dd77489ec3c7ddf9cbc893fcba684c,155,20245805591394320000,stakeDepositeds
12254090,0xeb4a5ce864fb45f0d073a07b2aaa04a3c31fc221f382455d5c3781793199cfe4-194,0x85fe868adf7f5950b052469075556fb207e5372d,194,9685878534618982366,stakeDepositeds
12254092,0x30948ed8b06993c8286cda128506fe0ffb02893a336a5f9f21c76dd49d098d65-287,0x85fe868adf7f5950b052469075556fb207e5372d,287,4368295138134108043,stakeDepositeds
12254133,0xc78b36ba32ab5fe6ff366adddad009d303f4f546bfd06b317284d89db52c58ed-139,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,139,1196741645705905116,stakeDepositeds
12254136,0xd712bd99014b9020537dfcc80e2eb95f18c51a5c78ef7d9b255b0e2b01365f5b-166,0xd93456bf656436e66a8e0a8835c43a6f59afbb37,166,2029328603519214892,stakeDepositeds
12254170,0x5e43c0de4df08cb9dfeb4b3416d6107128c7d65fbd4fdbf160a9230e33be50fe-99,0xd3a3fa4b73e5007a8adef6ccdfc8d05c06a76035,99,344115842968314877,stakeDepositeds
