         2900107660 function calls (2375386070 primitive calls) in 2180.488 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       53    0.000    0.000    0.000    0.000 series.py:577(name)
        2    0.000    0.000    0.000    0.000 util.py:10(<module>)
        7    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
       31    0.000    0.000    0.000    0.000 generic.py:5553(f)
        1    0.000    0.000    0.000    0.000 expressions.py:223(evaluate)
       25    0.000    0.000    0.000    0.000 dtypes.py:1201(is_dtype)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 expressions.py:63(_evaluate_standard)
       39    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 typing.py:899(__getitem__)
        6    0.000    0.000    0.000    0.000 config.py:114(_get_option)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
       36    0.000    0.000    0.000    0.000 managers.py:1749(_extract_array)
        1    0.000    0.000    0.000    0.000 selector.py:25(Selector)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       28    0.000    0.000    0.000    0.000 common.py:574(is_dtype_equal)
       52    0.000    0.000    0.000    0.000 blocks.py:1995(extend_blocks)
       32    0.000    0.000    0.000    0.000 blocks.py:1931(check_ndim)
       25    0.000    0.000    0.000    0.000 cast.py:2147(can_hold_element)
     1153    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 managers.py:2011(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 base.py:5705(_maybe_cast_listlike_indexer)
       24    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       25    0.000    0.000    0.000    0.000 series.py:730(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:42(configs_as_objs)
        2    0.000    0.000    0.000    0.000 __init__.py:28(configs_as_spec)
        1    0.000    0.000    0.000    0.000 simulation.py:195(<listcomp>)
      371    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 base.py:2838(union)
       49    0.000    0.000    0.000    0.000 blocks.py:2011(ensure_block_shape)
       60    0.000    0.000    0.000    0.000 typing.py:703(__setattr__)
        1    0.000    0.000    0.000    0.000 frame.py:4484(_sanitize_column)
        1    0.000    0.000    0.000    0.000 connection.py:49(Pipe)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        6    0.000    0.000    0.000    0.000 _asarray.py:22(require)
      106    0.000    0.000    0.000    0.000 common.py:1737(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:667(__init__)
        7    0.000    0.000    0.000    0.000 config.py:96(_get_single_key)
       24    0.000    0.000    0.000    0.000 managers.py:1553(from_blocks)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(append)
        1    0.000    0.000    0.000    0.000 indexer.py:10(__init__)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 range.py:192(_int64index)
       23    0.000    0.000    0.000    0.000 base.py:6382(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 index_tricks.py:323(__getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        1    0.000    0.000    0.000    0.000 tunnel.py:10(<module>)
  113/111    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 range.py:188(_cached_int64index)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
      148    0.000    0.000    0.000    0.000 _validators.py:213(validate_bool_kwarg)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       28    0.000    0.000    0.000    0.000 _validators.py:348(validate_fillna_kwargs)
      444    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 concat.py:78(concat_compat)
     19/3    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 managers.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
     19/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 config.py:198(__setattr__)
       94    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 __init__.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __main__.py:28(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
       32    0.000    0.000    0.000    0.000 blocks.py:1973(extract_pandas_array)
        2    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
       20    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
       25    0.000    0.000    0.000    0.000 base.py:34(__len__)
       25    0.000    0.000    0.000    0.000 series.py:1194(_set_as_cached)
        1    0.000    0.000    0.000    0.000 config.py:122(_set_option)
       14    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
        2    0.000    0.000    0.000    0.000 frame.py:10586(values)
       24    0.000    0.000    0.000    0.000 blocks.py:352(set_inplace)
        8    0.000    0.000    0.000    0.000 managers.py:588(copy_func)
       27    0.000    0.000    0.000    0.000 series.py:674(_values)
      169    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
       50    0.000    0.000    0.000    0.000 managers.py:1532(__init__)
        1    0.000    0.000    0.000    0.000 parallel.py:15(<module>)
      301    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 range.py:179(_data)
       12    0.000    0.000    0.000    0.000 common.py:1230(is_float_dtype)
        8    0.000    0.000    0.000    0.000 cast.py:1960(construct_1d_object_array_from_listlike)
        2    0.000    0.000    0.000    0.000 __init__.py:649(update)
       39    0.000    0.000    0.000    0.000 construction.py:603(_sanitize_ndim)
       24    0.000    0.000    0.000    0.000 base.py:104(_reset_cache)
       25    0.000    0.000    0.000    0.000 base.py:4587(__getitem__)
       12    0.000    0.000    0.000    0.000 managers.py:464(is_consolidated)
      103    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
        1    0.000    0.000    0.000    0.000 auto.py:28(<module>)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
       62    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 indexing.py:2357(check_bool_indexer)
        5    0.000    0.000    0.000    0.000 managers.py:615(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 copier.py:10(<module>)
       15    0.000    0.000    0.000    0.000 base.py:605(_simple_new)
       61    0.000    0.000    0.000    0.000 flags.py:47(__init__)
        1    0.000    0.000    0.000    0.000 delegate_front_runner.py:5(__init__)
       84    0.000    0.000    0.000    0.000 common.py:1543(get_dtype)
        1    0.000    0.000    0.000    0.000 __init__.py:54(flattenDict)
       36    0.000    0.000    0.000    0.000 common.py:1744(pandas_dtype)
        8    0.000    0.000    0.000    0.000 base.py:848(view)
       24    0.000    0.000    0.000    0.000 blocks.py:177(_can_hold_na)
        1    0.000    0.000    0.000    0.000 range.py:466(copy)
        1    0.000    0.000    0.000    0.000 generic.py:2042(__getstate__)
        9    0.000    0.000    0.000    0.000 base.py:737(__iter__)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
       68    0.000    0.000    0.000    0.000 construction.py:431(ensure_wrapped_if_datetimelike)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000    0.000    0.000 pstats.py:107(__init__)
        1    0.000    0.000    0.000    0.000 abstract_launcher.py:8(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:257(_get_values)
       26    0.000    0.000    0.000    0.000 series.py:528(_set_axis)
        5    0.000    0.000    0.000    0.000 inference.py:390(is_dataclass)
      114    0.000    0.000    0.000    0.000 range.py:806(__len__)
       50    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       24    0.000    0.000    0.000    0.000 generic.py:3491(_maybe_update_cacher)
        1    0.000    0.000    0.000    0.000 nanops.py:1425(_maybe_null_out)
        7    0.000    0.000    0.000    0.000 managers.py:472(_consolidate_check)
       29    0.000    0.000    0.000    0.000 frame.py:1352(__len__)
  222/198    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       31    0.000    0.000    0.000    0.000 managers.py:599(consolidate)
        1    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 concat.py:188(<listcomp>)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       88    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 config.py:812(inner)
        2    0.000    0.000    0.000    0.000 function_base.py:4762(append)
      179    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:8(<module>)
        2    0.000    0.000    0.000    0.000 simulation.py:231(generate_init_sys_metrics)
        1    0.000    0.000    0.000    0.000 serial.py:8(<module>)
       75    0.000    0.000    0.000    0.000 common.py:151(cast_scalar_indexer)
        6    0.000    0.000    0.000    0.000 base.py:767(_engine)
    66/42    0.000    0.000    0.000    0.000 typing.py:746(__hash__)
       91    0.000    0.000    0.000    0.000 base.py:794(__len__)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
      124    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        7    0.000    0.000    0.000    0.000 _dtype.py:321(_name_get)
        1    0.000    0.000    0.000    0.000 heuristic_agent.py:9(__init__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 base.py:5435(_should_compare)
        1    0.000    0.000    0.000    0.000 nanops.py:1464(check_below_min_count)
       56    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
       25    0.000    0.000    0.000    0.000 cast.py:840(maybe_infer_dtype_type)
        3    0.000    0.000    0.000    0.000 funcs.py:40(curry)
       27    0.000    0.000    0.000    0.000 managers.py:1667(internal_values)
        1    0.000    0.000    0.000    0.000 pstats.py:117(init)
       44    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 blocks.py:232(fill_value)
       29    0.000    0.000    0.000    0.000 _decorators.py:214(_format_argument_list)
       11    0.000    0.000    0.000    0.000 range.py:160(_simple_new)
        6    0.000    0.000    0.000    0.000 base.py:4729(equals)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        5    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
       78    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       60    0.000    0.000    0.000    0.000 typing.py:655(_is_dunder)
        9    0.000    0.000    0.000    0.000 common.py:779(is_unsigned_integer_dtype)
        3    0.000    0.000    0.000    0.000 generic.py:1932(empty)
        2    0.000    0.000    0.000    0.000 concat.py:235(_get_mgr_concatenation_plan)
       81    0.000    0.000    0.000    0.000 common.py:1409(is_1d_only_ea_dtype)
      288    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       51    0.000    0.000    0.000    0.000 generic.py:628(_info_axis)
        2    0.000    0.000    0.000    0.000 __init__.py:1049(__init__)
       32    0.000    0.000    0.000    0.000 common.py:1474(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 managers.py:1562(from_array)
        1    0.000    0.000    0.000    0.000 indexers.py:439(check_array_indexer)
        1    0.000    0.000    0.000    0.000 common.py:28(<module>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:167(_path_isabs)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
        1    0.000    0.000    0.000    0.000 __init__.py:49(configs_as_dicts)
       32    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
        4    0.000    0.000    0.000    0.000 __init__.py:119(key_filter)
        6    0.000    0.000    0.000    0.000 common.py:160(is_object_dtype)
       64    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        2    0.000    0.000    0.000    0.000 missing.py:552(na_value_for_dtype)
       24    0.000    0.000    0.000    0.000 putmask.py:185(extract_bool_array)
        1    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
        2    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
     13/3    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        1    0.000    0.000    0.000    0.000 server.py:19(<module>)
      132    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        2    0.000    0.000    0.000    0.000 managers.py:1404(as_array)
       49    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        3    0.000    0.000    0.000    0.000 common.py:74(get_op_result_name)
       38    0.000    0.000    0.000    0.000 __init__.py:25(<genexpr>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
      288    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        6    0.000    0.000    0.000    0.000 common.py:192(all_none)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
